cluster,acci_x,acci_y,hour
0,25.192261789787235,55.26172280702127,17
1,0.0,0.0,17
2,25.061402197058822,55.18364042176471,17
3,25.261074248461536,55.391647905384616,17
4,24.80410167111111,56.123048904444445,17
5,25.1594969575,55.38803914666667,17
6,24.976878605,55.4112712375,17
7,25.05427907690476,55.24115034404762,17
8,24.9938911175,55.11278006625,17
9,25.193437134210527,55.53674793578947,17
10,25.269857467,55.312356882399996,17
11,25.116870994861113,55.20069523069444,17
12,25.095885170000003,55.328997745200006,17
13,24.85738256666667,55.06071752333333,17
14,24.921926123333332,55.52222531333334,17
15,25.231718494,55.403890154,17
16,24.99868123,55.30117689380953,17
17,24.9774521025,55.196288438125,17
18,25.10955181388889,55.176470375,17
19,25.212825514230772,55.31620541807692,17
20,25.136017818285712,55.258483355428574,17
21,25.260224064347828,55.43406889956522,17
22,25.100776386666666,55.38101913444444,17
23,25.221754536585365,55.282792621951224,17
24,25.294032601818184,55.36559322181818,17
25,25.129591106976747,55.216356166976745,17
26,25.08438175652174,55.14856265695652,17
27,25.24004438695652,55.36246747826087,17
28,24.8840849975,55.127589994999994,17
29,25.20282467,55.420450620000004,17
30,24.91200729,54.957156428,17
31,24.85570479,55.36132814,17
32,25.019797470500002,55.283905403999995,17
33,25.156916803888887,55.458742414999996,17
34,25.037516229999998,55.11775792666667,17
35,25.188271126410257,55.29285863128205,17
36,25.18321063631579,55.37691201789473,17
37,25.065433066666667,55.21040970261905,17
38,25.22729397,55.46420997133334,17
39,25.109492213589743,55.243612824871796,17
40,25.2640605856,55.3304512688,17
41,24.944764955333333,55.046458594,17
42,25.15790141230769,55.33045077307692,17
43,25.164033568333334,55.212443710833334,17
44,25.29130606263158,55.399592908947376,17
45,25.065606151333334,55.31893873,17
46,25.003516701363637,55.15831042,17
47,25.016388472666666,55.245844440666666,17
48,24.780217970000002,55.59797499,17
49,25.20462223896552,55.24497720068966,17
50,25.025903575,55.602665630000004,17
51,25.23369744833333,55.439685954999995,17
52,25.230927647999998,55.526001195999996,17
53,25.127814774444445,55.42319096888889,17
54,25.195731588059704,55.279951675373134,17
55,25.16850211923077,55.51731392153847,17
56,24.908027996666664,55.086074483333334,17
57,25.228080194444445,55.35313889185185,17
58,25.034865536296298,55.190701938148145,17
59,24.99383791833333,55.36951484,17
60,25.0598871925,55.29558346699999,17
61,25.234129511891894,55.31327981108108,17
62,25.275916226511626,55.41748119953488,17
63,25.2839774028125,55.3418637471875,17
64,25.19535350357143,55.39863948464286,17
65,25.172766120000002,55.61192396333333,17
66,25.0268056168,55.165942449599996,17
67,25.2334940675,55.29302295638889,17
68,25.06693532125,55.40947522375,17
69,25.1654777436,55.2365195952,17
70,25.258603046458333,55.28909349416667,17
71,25.21413929521739,55.37747129695652,17
72,25.040252073571427,55.22482862571429,17
73,25.119324009166665,55.12681049083333,17
74,25.071175489250002,55.1382469485,17
75,25.125732918928573,55.23432713892857,17
76,25.157679709032255,55.261178521612905,17
77,24.906551586666666,55.34077200666667,17
78,25.097228725,55.16710768088235,17
79,25.120775091142857,55.36700267542857,17
80,24.974209465999998,55.472468352,17
81,24.92105904625,54.99296028,17
82,25.00509775384615,55.08700312153846,17
83,25.215057829666666,55.25905774066667,17
84,24.75057315,55.40227173,17
85,25.109315593599998,55.145321188,17
86,24.9811699875,55.238322665,17
87,25.033284653333332,55.265461253888894,17
88,25.08360240357143,55.21219746035714,17
89,25.23332196631579,55.42346584947368,17
90,25.22131346333333,55.55804763083333,17
91,24.962912299166664,55.079618393333334,17
92,25.286560834390247,55.32683097512195,17
93,25.179514683870966,55.310261515806445,17
94,25.14133425130435,55.19639034869565,17
95,25.18062764875,55.3434045925,17
96,24.95062030125,55.23207301875,17
97,25.10010412,55.51705515,17
98,24.7870599,55.17323201,17
99,25.178938385555554,55.393854158148145,17
100,24.9587092525,55.3651980575,17
101,25.08757455037037,55.24449018777778,17
102,25.269038900555557,55.3763076025,17
103,25.040978619999997,55.145438949230766,17
104,25.172738942000002,55.414687160666666,17
105,24.871313884,55.159005998,17
106,25.252355452222222,55.33662311977778,17
107,25.23134389666667,55.380654106363636,17
108,25.25093412,55.40531238068965,17
109,24.890910655,55.547480335,17
110,25.18507582346154,55.23562785692308,17
111,25.1579973905,55.403806091499995,17
112,24.928902847777778,55.11289713888888,17
113,24.83928694,55.26942791,17
114,25.25583218235294,55.45828170588236,17
115,25.205683715,55.349243781,17
116,25.2173316188,55.4264406032,17
117,25.195121935714287,55.44789296928571,17
118,25.16317969857143,55.491960721428576,17
119,25.03401018,55.4303361925,17
120,25.08064260214286,55.36329362714286,17
121,25.01379999,55.53124,17
122,25.228871164285714,55.50062090857143,17
123,25.1182211135,55.387960886500004,17
124,24.82197,55.10149999,17
125,24.85371463,56.05868835,17
126,24.87694497,55.42111198,17
127,25.09300585095238,55.19015885904762,17
128,25.149397608965515,55.22473087275862,17
129,25.208661859333333,55.274713702,17
130,25.250418845306122,55.30632196040817,17
131,25.216690415862068,55.40685388310345,17
132,25.175955800909094,55.25374330787879,17
133,25.173314878695653,55.362048306521736,17
134,25.288053813846155,55.38812616076923,17
135,25.142828628400004,55.2417586552,17
136,25.226624541785714,55.335893735714286,17
137,25.172499719999998,55.5556865275,17
138,24.98260767142857,55.16902185071428,17
139,25.152200463333333,55.29307130666667,17
140,24.978422224117647,55.13866070176471,17
141,25.096001494285712,55.405913631428575,17
142,25.276022427391304,55.35230592195653,17
143,25.178600281399998,55.274872730400006,17
144,25.2309515468,55.272808376,17
145,25.05790523,55.2690038,17
146,25.139987906666665,55.352596545000004,17
147,25.01911805,55.1452423475,17
148,25.10767352266667,55.221335631,17
149,25.04867279942857,55.19946756714286,17
0,25.266752203913043,55.414696973913045,18
1,0.0,0.0,18
2,25.07745182352941,55.2130462282353,18
3,25.234068830000002,55.31417212257143,18
4,24.811151425,56.149105899999995,18
5,25.072895075599998,55.1341679476,18
6,25.12232177875,55.440600277499996,18
7,24.96673302545455,55.16406758363637,18
8,25.201778872352943,55.549819832352945,18
9,25.174708243235294,55.24818391147058,18
10,25.008058978333334,55.2911505775,18
11,24.94201133625,55.48818659625,18
12,25.220982553,55.384366072249996,18
13,24.981452949999998,55.016092,18
14,25.133885586451612,55.21672873548387,18
15,25.111919353333334,55.35815433833333,18
16,25.268985296969696,55.37489536242424,18
17,25.219076489200003,55.2791197928,18
18,24.866472497500002,55.151214995,18
19,25.232056668571428,55.45994532785715,18
20,25.30305629545455,55.34637468363637,18
21,24.85344999,55.56182999,18
22,25.169148053333334,55.414796312,18
23,25.17588091095238,55.367471211428565,18
24,25.031686779130435,55.16983399608696,18
25,25.08599121125,55.15856466625,18
26,25.014126395454547,55.11538533545454,18
27,24.949175946666667,55.23580181916666,18
28,25.056709987058824,55.27272190705883,18
29,25.273197514750002,55.30517962500001,18
30,25.165384265714287,55.49210320857143,18
31,25.185934965333335,55.29387757866667,18
32,25.087767317,55.391982350499994,18
33,24.84530595444444,55.07590807333333,18
34,25.14637300090909,55.24323211090909,18
35,24.78317,55.31422999,18
36,25.05268659076923,55.212844291923076,18
37,24.975285403999997,55.342494439999996,18
38,25.088641008846153,55.24548802538462,18
39,25.17430020818182,55.31321718181818,18
40,25.201823837142857,55.42664405238096,18
41,25.11881969,55.117966617,18
42,25.03945715105263,55.25746458,18
43,25.239467050000002,55.27804720625,18
44,25.11074082,55.1820884137931,18
45,24.975736813333334,55.20357082466667,18
46,24.989786148,55.485964605999996,18
47,25.258374318039216,55.332667430392156,18
48,24.94133037222222,55.04590448888889,18
49,25.204668674210524,55.267830943421046,18
50,25.145767335652177,55.19889791913043,18
51,25.2912331172,55.397249968,18
52,25.243611156666663,55.346239634583334,18
53,25.19042205617647,55.400256268823526,18
54,24.921679245000004,54.99220892333333,18
55,25.229283820357143,55.42289769607142,18
56,25.171785986,55.39115676542857,18
57,25.240060582,55.51765400000001,18
58,25.18832971590909,55.261966500681815,18
59,24.821391675,55.256813535,18
60,25.1793354135,55.348955431499995,18
61,25.044859221499998,55.124555176,18
62,25.143489764999998,55.621418215000006,18
63,25.14699945222222,55.29135970111111,18
64,24.954081560000002,55.394229270000004,18
65,25.196836036666667,55.278805380757575,18
66,24.97607124625,55.133799940624996,18
67,25.16389405,55.45854779681818,18
68,24.996006303157895,55.142660029999995,18
69,25.27839767744186,55.34643714627907,18
70,25.211331033809522,55.31586468619048,18
71,24.92598595,55.110733679999996,18
72,25.101230363,55.334242718,18
73,24.851173535,55.33180129,18
74,25.259771448571428,55.440980676071426,18
75,25.056638091851852,55.19168573333333,18
76,25.226853459677418,55.33528991806452,18
77,25.15707922918919,55.215690544594594,18
78,25.170737759166666,55.52230813416667,18
79,25.026710446521736,55.27890680782609,18
80,25.137472308928572,55.25847515928571,18
81,25.01856981,55.1522997359375,18
82,24.774913216666665,55.60047427666666,18
83,25.06149018526316,55.30508823105263,18
84,25.269717333793103,55.31964176965517,18
85,25.111739347,55.37398544566667,18
86,25.013821835,55.451971905,18
87,25.20297330352941,55.244454832352936,18
88,25.105150254230768,55.231040862307694,18
89,25.227350300909094,55.561243441818185,18
90,25.058841784666665,55.244413463,18
91,24.878631874,55.03973456600001,18
92,25.231063971666668,55.36317357266667,18
93,25.25025127595745,55.30246015638298,18
94,25.229692547200003,55.2913948196,18
95,24.89946332,55.086305,18
96,25.113227241282054,55.203335022051284,18
97,25.181734810625,55.4405830525,18
98,25.089799695833335,55.14873347666667,18
99,24.992741594285715,55.246922715714284,18
100,24.88289,55.42278999,18
101,24.98801974625,55.18624611875,18
102,25.278836305384615,55.41941533423077,18
103,25.12754894029412,55.23725830911764,18
104,25.22083955230769,55.505373254615385,18
105,25.098325588717948,55.174361096153845,18
106,24.981901837000002,55.099303729999995,18
107,25.2240837175,55.263382656428576,18
108,25.256559425000003,55.38751261541666,18
109,25.286490044,55.361222304,18
110,25.097950465,55.53863353,18
111,24.79749999,55.20088999,18
112,24.99593083666667,55.384582595000005,18
113,25.076568344545453,55.35719374090909,18
114,25.2302259712,55.4365094264,18
115,25.2605426296,55.2888585648,18
116,25.286280259999998,55.32901961735294,18
117,25.028625681538465,55.10468954461539,18
118,25.127094360937498,55.389607051875004,18
119,25.20539617375,55.347372837500004,18
120,25.08897115375,55.1979724,18
121,25.251862571904763,55.405200564761905,18
122,25.15465885076923,55.330726223846156,18
123,25.232191875294117,55.40398502529412,18
124,25.137799488,55.357032573000005,18
125,24.885421995,55.19801235,18
126,25.163318284827586,55.26398392827586,18
127,25.111960571,55.142396160500006,18
128,25.05512381533333,55.149727172666665,18
129,25.18752821368421,55.23417932842106,18
130,25.19190996235294,55.53080924117647,18
131,25.042519716666668,55.22997831740741,18
132,24.97034070875,55.06164740625,18
133,25.181979009268293,55.27538994341463,18
134,25.27431788772727,55.39595774954546,18
135,25.24841691,55.479019251,18
136,25.190019430000003,55.378953270000004,18
137,25.196376680769234,55.30370678153846,18
138,25.16249830962963,55.23108219666666,18
139,25.02020860090909,55.24708367363637,18
140,25.003921747142858,55.09164637642857,18
141,25.125680806000002,55.201887216799996,18
142,25.214101129729727,55.406322753513514,18
143,25.037407135294117,55.19821338470588,18
144,24.993844195,55.164879914000004,18
145,25.1557755572,55.402661224800006,18
146,25.078313106249997,55.14566380541667,18
147,24.99705089875,55.30717218625,18
148,25.088083505,55.313521967,18
149,24.80341507714286,56.11727544142857,18
0,25.27054389894737,55.367131945789474,19
1,25.049409993823527,55.197462434705876,19
2,25.0935945575,55.37941136208334,19
3,24.807405,56.192145,19
4,25.149347957692306,55.288295447692306,19
